entry	PH	PHC	PHR	EH	EHC	EHR	DT	DTC	DTR	YP	YPC	YPR	Yrad	YCrad	YRrad
2_68	185.1962	182.1039	188.2885	77.4408	77.7507	77.1309	73.0481	59.8039	86.2923	12.3124	15.4186	9.2062	3.3991	3.986	2.8122
2_71	197.5804	207.3074	187.8534	107.2017	113.7943	100.6091	77.7213	67.0604	88.3822	18.6834	24.1802	13.1866	4.1885	4.9454	3.4316
2_73	137.6692	138.6627	136.6757	61.3339	62.323	60.3448	74.7802	63.4521	86.1083	45.7964	51.3314	40.2614	6.7198	7.1738	6.2658
2_76	178.2498	185.985	170.5146	76.8368	87.3348	66.3388	77.9674	69.2015	86.7333	26.021	29.9636	22.0784	5.0057	5.4812	4.5302
20_12	206.6532	200.5987	212.7077	103.5037	105.0022	102.0052	81.1515	72.5513	89.7517	65.4664	69.2055	61.7273	8.0742	8.31577	7.83263
20_13	125.0482	130.1786	119.9178	56.5477	56.1784	56.917	71.1914	57.727	84.6558	43.8095	54.5579	33.0611	6.4551	7.3756	5.5346
20_15	184.9597	179.8245	190.0949	89.2898	92.1467	86.4329	77.9718	67.6361	88.3075	71.6908	82.8982	60.4834	8.3868	9.0922	7.6814
20_17	187.0939	190.02821	184.15959	97.4702	96.5349	98.4055	72.6846	59.3891	85.9801	103.1427	99.2613	107.0241	10.1573	9.9661	10.3485
20_24	129.9192	135.6625	124.1759	64.667	74.6556	54.6784	76.1435	64.3579	87.9291	40.0448	44.1675	35.9221	6.2743	6.648	5.9006
20_26	224.0403	216.1471	231.9335	109.3027	96.1983	122.4071	72.9702	61.7415	84.1989	84.849	73.6102	96.0878	9.1403	8.5024	9.7782
20_28	125.4677	123.8565	127.0789	50.4408	50.7507	50.1309	80.968	71.5161	90.4199	54.7344	38.5758	70.893	7.2374	6.1377	8.3371
20_30	175.6529	188.5975	162.7083	98.5477	98.1784	98.917	82.6375	72.0542	93.2208	39.1827	61.3288	17.0366	5.5693	7.6626	3.476
20_31	196.4729	203.5441	189.4017	115.1535	119.9349	110.3721	82.0726	71.1796	92.9656	69.0328	72.9805	65.0851	8.2465	8.47694	8.01606
20_44	190.6127	195.4367	185.7887	111.0947	118.3665	103.8229	72.6048	59.6886	85.521	37.4689	34.8161	40.1217	6.1115	5.9253	6.2977
20_45	192.6611	199.6302	185.692	101.3715	108.4735	94.2695	72.8614	60.2271	85.4957	73.0634	64.4735	81.6533	8.4964	7.9826	9.0102
20_54	182.7124	177.1686	188.2562	94.2857	93.4636	95.1078	78.42285	68.67835	88.16735	32.779	21.3363	44.2217	5.545	4.513	6.577
20_56	211.419	226.6619	196.1761	83.6418	98.5546	68.729	72.3477	58.4153	86.2801	46.3069	29.1118	63.502	6.533	5.1876	7.8784
20_57	143.2338	143.9209	142.5467	71.6294	75.5052	67.7536	80.3659	73.5761	87.1557	14.4053	20.7918	8.0188	3.5229	4.5672	2.4786
20_8	184.274	193.0817	175.4663	94.0319	100.1151	87.9487	81.1256	72.4484	89.8028	42.9044	57.7706	28.0382	6.229	7.4594	4.9986
20_9	228.7339	219.9214	237.5464	115.919	103.6637	128.1743	73.138	61.4248	84.8512	88.4474	89.4074	87.4874	9.391	9.4557	9.3263
21_10	131.0482	136.1786	125.9178	56.818	64.2596	49.3764	73.6276	62.27583	84.97937	15.9104	19.0888	12.732	3.7645	4.2876	3.2414
21_11	188.3063	192.211	184.4016	102.1388	107.5428	96.7348	77.466	66.7198	88.2122	42.0084	48.8346	35.1822	6.3525	6.8835	5.8215
21_12	146.2579	148.0175	144.4983	73.7992	78.1844	69.414	71.9782	59.2118	84.7446	64.1317	68.9921	59.2713	7.9626	8.3012	7.624
21_16	129.5242	124.0825	134.9659	47.7551	54.0081	41.5021	80.2771	68.6026	91.9516	13.9646	20.5282	7.401	3.4053	4.5114	2.2992
21_19	151.1773	155.6949	146.6597	71.2269	72.8952	69.5586	80.3385	71.0868	89.5902	26.2861	26.876	25.6962	5.0494	5.16842	4.93038
21_2	190.6046	201.4042	179.805	108.7804	110.1091	107.4517	82.4872	71.7375	93.2369	26.2296	26.2582	26.201	5.08522	5.14032	5.03012
21_20	165.2661	161.0502	169.482	99.3779	98.4992	100.2566	78.8969	69.4386	88.3552	44.2441	48.2979	40.1903	6.6264	6.9703	6.2825
21_24	150.387	151.5338	149.2402	92.1829	95.7191	88.6467	75.3515	62.2024	88.5006	45.5602	46.2391	44.8813	6.748	6.8353	6.6607
21_34	108.02	112.0779	103.9621	42.9314	41.7131	44.1497	72.9043	58.6121	87.1965	35.6659	29.1867	42.1451	5.9303	5.4045	6.4561
21_38	185.5079	192.0173	178.9985	96.2457	100.9705	91.5209	77.3611	68.0178	86.7044	63.133	68.4196	57.8464	7.9221	8.2904	7.5538
21_39	139.0966	146.3721	131.8211	74.0824	70.3171	77.8477	74.7972	59.5267	90.0677	22.4384	23.7505	21.1263	4.6582	4.88095	4.43545
21_47	156.1691	166.6622	145.676	64.3527	68.3983	60.3071	75.0412	63.1068	86.9756	45.9576	48.5892	43.326	6.6271	6.76658	6.48762
21_49	145.403	153.5978	137.2082	50.2017	56.7943	43.6091	75.1012	60.8975	89.3049	47.1204	53.1281	41.1127	6.8185	7.3107	6.3263
21_5	135.4918	134.9531	136.0305	64.9126	60.6379	69.1873	77.4929	63.6397	91.3461	21.2216	21.1333	21.3099	4.6005	4.6495	4.5515
21_6	172.3386	171.3403	173.3369	73.271	73.0715	73.4705	74.9897	61.5982	88.3812	42.6479	45.9538	39.342	6.3941	6.64242	6.14578
22_10	173.9757	175.8885	172.0629	105.7804	107.1091	104.4517	78.0231	66.8632	89.183	46.2061	57.6066	34.8056	6.5429	7.4071	5.6787
22_11	224.5562	233.2107	215.9017	123.5601	134.2279	112.8923	79.3265	70.029	88.624	88.0139	85.6612	90.3666	9.3723	9.2518	9.4928
22_14	159.4703	162.2003	156.7403	84.3339	85.323	83.3448	76.9963	66.9025	87.0901	87.357	69.3873	105.3267	9.2189	8.2611	10.1767
22_15	212.2419	206.9534	217.5304	116.5477	116.1784	116.917	79.642	68.4452	90.8388	31.6756	36.351	27.0002	5.5012	5.9105	5.0919
22_22	149.4193	145.663	153.1756	70.0824	66.3171	73.8477	69.921	56.4867	83.3553	77.2786	68.578	85.9792	8.7589	8.2702	9.2476
22_3	204.7176	207.8562	201.579	101.1159	99.7844	102.4474	78.316	69.8236	86.8084	25.5834	34.7484	16.4184	4.7841	5.809	3.7592
22_34	190.403	198.5978	182.2082	99.4155	104.6497	94.1813	78.2142	68.0805	88.3479	45.2597	43.482	47.0374	6.622	6.4788	6.7652
22_35	161.5565	151.2118	171.9012	77.8309	69.3112	86.3506	75.8973	66.3258	85.4688	19.806	17.6266	21.9854	4.4182	4.2448	4.5916
22_36	199.798	219.1778	180.4182	84.7046	100.806	68.6032	72.0911	60.2559	83.9263	28.6527	35.8099	21.4955	5.23515	5.98375	4.48655
22_38	168.5321	176.1141	160.9501	92.3527	96.3983	88.3071	74.2782	58.8146	89.7418	54.1509	51.6446	56.6572	7.2477	7.009	7.4864
22_39	150.7741	150.0822	151.466	84.271	84.0715	84.4705	76.3158	67.0502	85.5814	14.1558	13.8508	14.4608	3.7595	3.8321	3.6869
22_42	231.2099	211.8253	250.5945	164.8621	170.4359	159.2883	80.1849	70.1392	90.2306	30.2126	26.9916	33.4336	5.4438	5.2319	5.6557
22_45	209.58069	200.30859	218.85279	133.0131	136.0398	129.9864	79.3627	69.4112	89.3142	24.5105	35.6023	13.4187	4.469	5.6733	3.2647
22_5	217.5484	213.1793	221.9175	129.617	122.4557	136.7783	79.7341	68.35748	91.11072	20.247	26.6942	13.7998	4.3484	5.1924	3.5044
22_6	168.8359	172.996	164.6758	94.4385	106.4081	82.4689	78.269	65.7876	90.7504	44.2604	55.1421	33.3787	6.534	7.425	5.643
23_11	151.5134	147.7061	155.3207	67.1265	61.4934	72.7596	80.7464	70.3237	91.1691	16.6726	17.6733	15.6719	3.9941	4.19772	3.79048
23_24	180.4677	178.8565	182.0789	105.5037	107.0022	104.0052	70.5664	59.17674	81.95606	37.268	26.73	47.806	5.9473	5.0528	6.8418
23_25	194.0188	189.3943	198.6433	110.3004	108.8557	111.7451	79.5746	69.0413	90.1079	27.8854	40.0995	15.6713	4.8671	6.1646	3.5696
23_26	179.8064	174.2115	185.4013	72.8873	73.5368	72.2378	80.8006	70.2917	91.3095	27.9156	35.5163	20.3149	4.9864	5.9428	4.03
23_28	194.0966	201.3721	186.8211	112.0947	119.3665	104.8229	73.1537	63.7472	82.5602	117.0923	145.8769	88.3077	10.6316	12.0364	9.2268
23_29	215.3226	207.2762	223.369	110.3403	103.3488	117.3318	76.8336	68.7529	84.9143	84.0212	88.2143	79.8281	9.1489	9.3974	8.9004
23_3	220.7336	230.9203	210.5469	107.4784	113.9012	101.0556	81.1512	70.2945	92.0079	13.5008	16.7725	10.2291	3.5635	4.1443	2.9827
23_37	150.8545	166.4038	135.3052	68.8433	71.3606	66.326	79.7172	69.9266	89.5078	17.4425	17.0226	17.8624	4.1078	4.1479	4.0677
23_39	188.7901	195.1463	182.4339	95.7992	100.1844	91.414	78.2228	68.9643	87.4813	31.377	35.7606	26.9934	5.5097	5.9092	5.1102
23_43	185.371	179.4697	191.2723	89.5665	92.2536	86.8794	71.3972	56.7681	86.0263	42.0298	47.941	36.1186	6.3386	6.7865	5.8907
23_44	145.9623	145.1683	146.7563	64.751	67.3249	62.1771	67.7695	55.8688	79.6702	34.0849	42.0031	26.1667	5.7167	6.4576	4.9758
23_6	155.0884	168.3395	141.8373	60.4408	60.7507	60.1309	77.2467	65.6013	88.8921	25.5176	20.7198	30.3154	4.9601	4.5196	5.4006
23_7	124.8359	128.996	120.6758	65.5959	67.0378	64.154	76.1652	64.396	87.9344	20.3345	31.0276	9.6414	4.0014	5.4104	2.5924
23_8	161.7983	162.179	161.4176	85.5037	87.0022	84.0052	77.0667	66.9014	87.232	65.5442	66.2425	64.8459	8.083	8.1508	8.0152
23_9	224.6614	212.6313	236.6915	90.3967	92.5744	88.219	76.85	65.607	88.093	12.8922	19.1428	6.6416	3.1926	4.2477	2.1375
24_1	139.7258	136.8889	142.5627	69.2146	59.8459	78.5833	76.8542	65.6015	88.1069	31.1659	30.6898	31.642	5.5262	5.504	5.5484
24_10	133.3707	146.4685	120.2729	58.8368	69.3348	48.3388	75.5962	61.9773	89.2151	29.7889	25.2203	34.3575	5.4545	5.0708	5.8382
24_12	156.9192	162.6625	151.1759	79.1388	84.5428	73.7348	80.7713	71.058	90.4846	58.8546	46.0468	71.6624	7.5888	6.7409	8.4367
24_13	145.3063	149.211	141.4016	54.6735	56.68144	52.66556	73.4029	59.4914	87.3144	67.6902	54.4185	80.9619	8.1284	7.2957	8.9611
24_14	139.9999	142.98528	137.01452	78.4661	73.8518	83.0804	77.5168	67.5579	87.4757	23.4074	22.7018	24.113	4.7834	4.7862	4.7806
24_15	153.6127	158.4367	148.7887	80.3967	82.5744	78.219	77.5565	64.6066	90.5064	25.2995	27.9364	22.6626	4.9765	5.2767	4.6763
24_19	199.8627	209.4365	190.2889	120.8368	131.3348	110.3388	79.8579	68.7036	91.0122	48.7897	52.4617	45.1177	6.9651	7.2678	6.6624
24_21	204.6774	199.6954	209.6594	112.4408	112.7507	112.1309	81.2566	70.2896	92.2236	32.8323	32.0735	33.5911	5.7164	5.6795	5.7533
24_23	234.9568	244.4795	225.4341	133.5101	127.028	139.9922	78.53309	69.41279	87.65339	52.0395	71.7296	32.3494	6.8829	8.3577	5.4081
24_26	131.6934	133.7595	129.6273	71.8245	71.2854	72.3636	73.7311	59.2545	88.2077	59.6722	72.6135	46.7309	7.4724	8.4407	6.5041
24_28	114.1936	106.7601	121.6271	51.1893	46.7448	55.6338	71.1062	57.6895	84.5229	30.5779	40.3223	20.8335	5.3342	6.3162	4.3522
24_6	187.5804	197.3074	177.8534	75.4784	81.9012	69.0556	79.0425	67.2047	90.8803	23.8046	26.7996	20.8096	4.7518	5.1194	4.3842
24_7	203.7741	203.0822	204.466	120.12	122.4675	117.7725	79.5821	69.0764	90.0878	30.7036	26.0158	35.3914	5.4799	5.0685	5.8913
24_8	132.6046	143.4042	121.805	59.0947	66.3665	51.8229	73.8167	60.2465	87.3869	47.8451	38.1351	57.5551	6.8464	6.1427	7.5501
24_9	169.7176	172.8562	166.579	79.2164	85.1864	73.2464	75.9039	64.9142	86.8936	109.6435	122.1551	97.1319	10.4232	11.0495	9.7969
25_1	234.6611	241.6302	227.692	126.3339	127.323	125.3448	81.4875	70.8297	92.1453	50.1976	60.6112	39.784	6.9578	7.734	6.1816
25_15	223.6369	229.5334	217.7404	92.0571	93.216	90.8982	74.5296	60.5947	88.4645	54.1318	69.4452	38.8184	7.1306	8.2362	6.025
25_16	162.6451	162.5661	162.7241	78.1829	81.7191	74.6467	74.5579	60.7928	88.323	65.8654	67.8185	63.9123	8.1043	8.24736	7.96124
25_17	94.48	99.9169	89.0431	37.7363	40.9328	34.5398	72.3539	59.0904	85.6174	41.8384	46.8444	36.8324	6.422	6.8554	5.9886
25_18	124.7418	128.9529	120.5307	68.1641	68.6438	67.6844	74.9145	59.048	90.781	19.7994	17.1068	22.492	4.4328	4.1759	4.6897
25_19	151.9838	147.9211	156.0465	59.0824	55.3171	62.8477	75.9062	65.6031	86.2093	33.9862	20.6386	47.3338	5.6342	4.4614	6.807
25_2	149.0805	149.3079	148.8531	88.422	85.6755	91.1685	79.5961	68.9536	90.2386	30.373	30.3828	30.3632	5.4302	5.4394	5.421
25_20	186.976	169.8897	204.0623	103.724	95.8835	111.5645	73.5639	59.7764	87.3514	19.3259	14.0514	24.6004	4.2819	3.6914	4.8724
25_25	148.8708	152.4691	145.2725	59.0571	60.216	57.8982	73.8782	59.6101	88.1463	63.542	65.1303	61.9537	7.9551	8.09058	7.81962
25_3	149.6369	155.5334	143.7404	64.0759	68.2913	59.8605	72.5909	58.7419	86.4399	48.5825	46.5704	50.5946	6.9523	6.8348	7.0698
25_30	148.4353	151.7271	145.1435	82.3527	86.3983	78.3071	78.8724	66.9079	90.8369	28.9247	22.8205	35.0289	5.3099	4.7666	5.8532
25_36	160.3063	164.211	156.4016	91.5477	91.1784	91.917	77.5979	65.4432	89.7526	37.5161	31.141	43.8912	6.0898	5.5959	6.5837
25_37	150.5725	147.2759	153.8691	87.573	82.2795	92.8665	81.0355	68.3712	93.6998	17.6192	22.177	13.0614	4.0886	4.7486	3.4286
25_39	138.7095	147.8236	129.5954	80.5225	85.0775	75.9675	75.448	64.8731	86.0229	36.2896	35.5487	37.0305	6.0062	5.9846	6.0278
25_5	140.4837	145.9206	135.0468	53.1241	59.1507	47.0975	71.9321	60.2533	83.6109	30.708	45.028	16.388	5.1731	6.6616	3.6846
26_12	160.3628	160.437	160.2886	75.7175	75.8576	75.5774	77.5491	67.6993	87.3989	46.2145	44.3293	48.0997	6.7634	6.6666	6.8602
26_19	190.3063	194.211	186.4016	92.8873	93.5368	92.2378	80.0088	69.8129	90.2047	48.8246	61.8715	35.7777	6.8356	7.8475	5.8237
26_2	149.3145	147.2436	151.3854	91.2081	89.82	92.5962	73.4218	62.7207	84.1229	27.9088	23.7558	32.0618	5.2119	4.8142	5.6096
26_23	95.06	107.2385	82.8815	46.5853	52.3289	40.8417	72.7862	59.1246	86.4478	22.688	16.8298	28.5462	4.6709	4.0811	5.2607
26_27	133.8787	150.5006	117.2568	69.8515	79.7269	59.9761	75.2361	66.6628	83.8094	49.8241	72.2043	27.4439	6.6219	8.4101	4.8337
26_29	157.4837	162.9206	152.0468	92.7363	95.9328	89.5398	76.6461	66.018	87.2742	41.8982	38.194	45.6024	6.4461	6.1885	6.7037
26_30	126.6934	128.7595	124.6273	56.6482	63.5804	49.716	74.5122	63.8155	85.2089	31.9821	31.2391	32.7251	5.6123	5.5634	5.6612
26_32	174.1208	182.4689	165.7727	96.0571	97.216	94.8982	76.7358	63.8642	89.6074	21.7559	26.2305	17.2813	4.5051	5.0696	3.9406
26_33	117.2579	119.0175	115.4983	49.5289	46.1032	52.9546	78.41481	67.61351	89.21611	19.9403	21.51603	18.36457	4.4367	4.68255	4.19085
26_42	174.2981	184.1783	164.4179	81.7804	83.1091	80.4517	77.877	66.6826	89.0714	50.8174	48.3281	53.3067	7.019	6.8299	7.2081
26_44	136.8225	138.2757	135.3693	65.7804	67.1091	64.4517	72.052	60.1769	83.9271	32.3059	37.6212	26.9906	5.5723	6.0875	5.0571
26_6	138.6288	150.5009	126.7567	90.7551	97.0081	84.5021	82.6691	72.1139	93.2243	41.0715	33.1647	48.9783	6.2694	5.612	6.9268
26_7	131.4353	134.7271	128.1435	60.5225	65.0775	55.9675	77.8597	66.6934	89.026	11.677	15.5591	7.7949	3.2524	3.9824	2.5224
26_8	135.6934	137.7595	133.6273	72.8873	73.5368	72.2378	75.3167	64.4948	86.1386	18.9282	24.1552	13.7012	4.1588	4.9039	3.4137
26_9	196.0322	194.1146	197.9498	105.6547	104.6062	106.7032	70.0175	58.1012	81.9338	115.9143	129.4426	102.386	10.712	11.3751	10.0489
27_2	131.8385	140.3398	123.3372	63.9943	63.9646	64.024	75.8112	62.9187	88.7037	50.6502	41.2189	60.0815	7.0206	6.3376	7.7036
